section,text,translation,translit
General,Гьаб хӏалтӏиги лӏугизабун рокъоре рилӏинари?,Why don’t we call it a day and go home?,
General,Ниж гьелда мукӏурлъун гурони тӀокӀаб рес букӀинчӀо.,We had no choice but to put up with it.,
General,Дица гьаризе кколел гӀемер жал руго.,There are a lot of things I have to do.,
General,Дида цадахъ сапаралде вилӏине бокьилищ?,Would you like to go on a trip with me?,
General,Дун автобусалда лъачӏого дирго гьудуласде тӏадеккана.,I ran into a friend of mine on the bus.,
General,Дица дуда абулеб букӏана гури дида гьеб гьабизе лъаларин.,I told you I don’t know how to do that.,
General,Цохӏо дие унголъун бокьун бугеб жо — Томгун кӀалъазе.,All I really want to do is talk to Tom.,
General,Цохӏо нижее бокьун бугеб жо ккола гӀодор чӀун хӀухьбахъизе.,All we want to do is sit down and rest.,
General,Дуе бокьун бугищ дида цадахъ опералде вилӏине?,Do you want to go to the opera with me?,
General,Дие цохӀо бокьун буго дуда лъазе дир ракӏ гурхӏун бугеб куц.,I just want you to know how sorry I am.,
General,Дие бокьун буго гьабсагӀат лъазе щиб дица гьабизе кколебали.,I want to know what I can do right now.,
General,Дие бокьун буго Томие жиндиего бокьулеб хӀалтӀи букӀине.,I want Tom to have a job that he loves.,
General,Дие бокьун буго Томида лъазе нилӏеца гьесие щибго зарал гьабизе бокьун гьечӀолъи.,I want Tom to know we mean him no harm.,
General,Дие бокьун буго гьаб нухалъ мун Томгун лъикӀав вукӀине.,I want you to be nice to Tom this time.,
General,Дие бокьун буго дур дуе бокьулеб хӀалтӀи букӀине.,I want you to have a job that you love.,
General,Дие бокьун буго дун хвараб мехалъ дир ракь нужее букӀине.,I want you to have my land after I die.,
General,Дие бокьун буго дуда лъазе дица Том чӀезавизе хӀаракат бахъараблъи.,I want you to know I tried to stop Tom.,
General,Дие бокьун буго нужеда лъазе Томица лъикӏ хӀалтӀи гьабураблъи.,I want you to know Tom did a great job.,
General,Дие бокьун буго дуда лъазе дуца кӀудияб хӀалтӀи гьабураблъи.,I want you to know you did a great job.,
General,Дие бокьун буго дуца Томида гьеб гьабизе малълъизе.,I want you to teach Tom how to do that.,
General,Дица дуе гьеб гьабила,дуе бокьани.,
General,Щиб дица гьабизе букӏине дуе гьаризе бокьун букӀараб?,What was it you wanted to ask me to do?,
General,Щай дие бокьизе кколеб дуе гӀоло Томида хадуб шпионизе?,Why would I want to spy on Tom for you?,
General,Том мун вихьизе воххун вукӏина.,Tom is going to be so happy to see you.,
General,Дун кьижизе бакӀ батани,дицаго тӏубазабила.,
General,Дида бокьараб мехалъ  кӏола босизе гьел жояздаса гьоркьоса цояб.,I can get one of those any time I want.,
General,Щиб гьабилебали,щиб абилебали дида лъаларо.,
General,Дица Том нилӏее цо-кӀиго кечӀ ахӀизе разилъизавуна.,I got Tom to sing us a couple of songs.,
General,Дида лъаларо нижеда дуе квекизе кӏолебищ яги кӏоларебищалиго.,I don’t know if we can help you or not.,
General,Дида лъала нужер щивасда божизе бегьулеблъи.,I know I can count on every one of you.,
General,Дида лъала Томиеги Мэриеги дица щиб гьабизе бокьун бугебали.,I know what Tom and Mary want me to do.,
General,Дица гьаризе кколел жазул сияхӀ гьабуна.,I made a list of things I needed to do.,
General,Гьаб лъие кьезе кколебали лъазе къваригӏун буго.,I need to find out who to give this to.,
General,Дун Томгун кӀалъала Марямидаса цӀикӀкӀун.,I talk to Tom more than I talk to Mary.,
General,Дица балагьила щиб дида гьабизе кӏолебали квекизе букӏине.,I’m going to see what I can do to help.,
General,Дие бокьун буго лъазе кида дун гьенив вукӀине кколебали.,I want to know when I need to be there.,
General,Дица Томида абуна дихъ холлалда чӀаян.,I told Tom to wait for me in the lobby.,
General,Дица дирго дневник дирго бусада аскӀоб бугеб столалда тӀад лъун букӏуна.,I keep my diary on the table by my bed.,
General,Нилӏер босизе кколеб жо гӀемер буго.,We have a lot of things we need to buy.,
General,Гьедин гьабизе,заман гӀадада хвезаби букӀинаан.,
General,Цохӏо гьез гьабизе кколеб букӀараб жо — заманалда рачӀине.,All they had to do was show up on time.,
General,Дир машинаялъе дица цӀияб батарея босизе ккола.,I have to buy a new battery for my car.,
General,Дун гьитӀинав вукӏараб мехалъ дида лъана лъедезе.,I learned how to swim when I was a kid.,
General,Дуе гӀадин диеги бокьун буго гьаниса нахъе ине.,I want to leave here as much as you do.,
General,Къойил цо нухалъ кваназабизе ккела гьой.,The dog will need to be fed once a day.,
General,Томица дида гьикъана дица гьесие лъикӀлъи гьабизе кӏолебищилан.,Tom asked me if I could do him a favor.,
General,Томица жиндирго машина гӀаздада гьоркьоса бахъизе ккана.,Tom had to dig his car out of the snow.,
General,Томица абуна жив рокъове ине гӀедегӀулев вукӏинчӏин.,Tom said he was in no hurry to go home.,
General,Дица Томида гьикъана дир бакӏалда гьес щиб гьабилианилан .,I asked Tom what he’d do if he were me.,
General,Дида ракӏалда буго цо къоялъ яги гьедигӏанго мехалъ Бостоналда чӀезе.,I expect to stay in Boston a day or so.,
General,Дир комнатаялде вачӏун дие квекизе кӏолебищ?,Can you come up to my room and help me?,
General,Нилӏ гьенире щвезе ккола кӀванагӀан хехго.,We need to get there as soon as we can.,
General,Бице дида кин дун дуе пайдаяв вукӏине бегьулеб.,Tell me how can I be of service to you.,
General,Дица воххун Томида гьеб кин гьабизе кколебали бицина.,I’d be glad to tell Tom how to do that.,
General,Дица дуда абуна Томие квекизе кватӀун бугин.,I told you it was too late to help Tom.,
General,Бице дида щай нилӏеца гьедин гьабизе кколебали?,Can you tell me why we need to do this?,
General,Дие бокьун буго дуца дие бицине щай дуца гьедин гьабурабали.,I want you to tell me why you did that.,
General,Дир тӏохда Томил кӏудияб ящик къайидул буго.,Tom has a big box of stuff in my attic.,
General,Дир гьедигӀан ракӀчӀун гьечӀо дие гьеб гьабизе бокьун бугин.,I’m not so sure it’s what I want to do.,
General,Дуе къваригӏараб мехалъ дуца анкьалъ хӀухьбахъи босизе бегьула.,You can take a week off if you need to.,
General,Гьаб картаялда дун вугеб бакӀ дуда бихьизе кӏолебищ?,Can you show me where I am on this map?,
General,Кин дуца Том дуе гьедин гьабизе тӀамурав?,How did you get Tom to do that for you?,
General,Том вукӏана фургоналда ахирисев рекӀарав.,Tom was the last one to get in the van.,
General,Томги Мэриги зоопаркалде дандечӏвай гьабизе ана.,Tom and Mary went on a date to the zoo.,
General,Дица дуда бихьизабизехъин гьечӏо кин гьеб гьабизе кколебали.,I’m not going to show you how to do it.,
General,Дица мун шагьаралде тӏавуссун машиналда вачине бегьилищ?,Can I give you a ride back to the city?,
General,Томица гьабизе кколеб жо гьабизехъин буго.,Tom is going to do what he’s got to do.,
General,Том цебе гӀадин лъикӀаб хӀалалда гьечӀо.,Tom isn’t as well off as he used to be.,
General,Дие бокьун буго дун рокъове щвелалде Том ун вукӀине.,I want Tom gone by the time I get home.,
General,Мун рокъовищ къватӏивейищ кваназехъин вугев?,Are you going to eat at home or go out?,
General,Дица тукада Том хисизе ккола.,I have to fill in for Tom at the store.,
General,Дир гьедигӀан ракӀчӀун гьечӀо Бостоналде ине бокьун бугилан.,I’m not so sure I want to go to Boston.,
General,Дида лъаларо гьеб кинаб машина букӀарабали.,I don’t know what kind of a car it was.,
General,Дунги Томги цере цо классалда цӀалулел рукӀана.,Tom and I used to be in the same class.,
General,Дида лъаларо кӀолебищали гьелде ругьунлъизе.,I don’t know if I can get used to that.,
General,Дида тунелалъул ахиралда канлъи бихьана.,I saw a light at the end of the tunnel.,
General,Дир ракӀчӀун гьечӀо Том лъазе бокьун бугилан.,I’m not sure I want to get to know Tom.,
General,Дица дуе столалда аскӀоб бакӀ чӀезабизе бегьилищ?,Can I set a place at the table for you?,
General,Дун хӀинкъуларо гьабизе дица гьабизе кколеб жо.,I’m not afraid to do what I have to do.,
General,Дида ккола гьеб нилӏее киназего лъикӀ букӀинилан.,I think it would be good for all of us.,
General,Дун гьесул гӀелалда вугеб мехалъ Том гӀадав вукӀана.,I was just like Tom when I was his age.,
General,Дун воххун вукӀина дуда гьеб кин гьабизе кколебали бихьизе.,I’ll be happy to show you how to do it.,
General,Гьанже нилӏее щиб пайда гьабизе бугеб лодкаялъ?,What good is a boat going to do us now?,
General,Томгун кӀалъазехъин вугищ мун яги гьечӀищ?,Are you going to go talk to Tom or not?,
General,Том рокъове щварабго кьижизе вахана.,Tom went to bed as soon as he got home.,
General,Томица гьаризе кколел ишазул сияхӀ гьабуна.,Tom made a list of things he had to do.,
General,Дие бокьилаан дуца дида гьеб кин гьабизе кколебали бихьизабизе.,I’d like you to show me how to do that.,
General,Том цӏакъго херав вуго,жинцаго гӀумру гьабизе.,
General,Дуе дунги вачӀун мун вачинейищ бокьун бугеб?,Do you want me to come and pick you up?,
General,Гьеб гьабизе нижее цо къо гурони къваригӀинчӏо.,It took only one day for us to do that.,
General,Дун цебе гӀадин къаси къватӀиве вахъунаро.,I don’t go out at night like I used to.,
General,Щай дуца Томие мунгун гьединаб жо гьабизе изну кьолеб?,Why do you allow Tom to do this to you?,
General,Томил цебе гӀадаб сахлъи гьечӀо.,Tom is not as healthy as he used to be.,
General,Анкьида жаниб цо нухалъгӀаги дида Том цеве вихьулаан.,I used to see Tom at least once a week.,
General,ГӀемераб мехалъ дир хӀухьбахъиялъул къо букӀинчӀо.,I haven’t had a day off in a long time.,
General,Дие бокьун буго дуца дие гӏоло гьаб жоялъул тӏалаб гьабизе.,I want you to take care of this for me.,
General,Дие бокьун буго дида кӏварабгӏан гӀадамазе квекизе.,I want to help as many people as I can.,
General,Дун гьанже цеве вукӀаралдаса гӏемерго хӀинцав вуго.,I’m a lot slower now than I used to be.,
General,Дие гьитӀинаб мехалъ бокьун букӀана гьединал жоялазул цояб.,I wanted one of those when I was a kid.,
General,Дида ккола Томил Марямида гӀемераб божилъи бугин.,I think Tom has a lot of faith in Mary.,
General,Томида гьеб гьабизе кӀвана лъабабилеб хӀалбихьиялдаса.,Tom was able to do it on his third try.,
General,Гьеб рагӀалде бахъинабизе нилӏеца нух балагьизе ккола.,We have to find a way to get that done.,
General,Том дида лъана дун Бостоналда вукӏараб мехалъ.,I got to know Tom when I was in Boston.,
General,Дица Том ахӀана дида цадахъ киноялде вилӏине.,I invited Tom to go to a movie with me.,
General,Томида гӀадин лъикӀ кечӀ ахӀизе бокьилаан дие.,I wish I could sing as well as Tom can.,
General,Томица дие тӀехь цӀализе дагьаб мехалъ кьезехъин буго.,Tom is going to lend me a book to read.,
General,Дун мунгун дагьав кьварун вукӀанин ккола дида.,I guess I was a little too hard on you.,
General,Том кин дуца разилъизавурав дуе биччазе гьеб гьедин гьабизе?,How did you get Tom to let you do that?,
General,Дица гьедин гьабизе хӀалбихьарабани,дун лӏукъизе бегьулаан.,
General,Дида лъазе ккола щиб гьабизе кколебали.,I need to find out what has to be done.,
General,Дир жеги гьабизе кколеб цо-кӀиго жо буго.,I have a few things I still need to do.,
General,Цохӏо Том вукӀана дида щиб гьабизе кколебали бицунев чи.,Tom was the one who told me what to do.,
General,Томилги Мэриялъулги гӀемераб мех букӀана кӀалъазе.,Tom and Mary had a lot of time to talk.,
General,Нижер июналда гин июлалда гӀемер цӀад балеб букӀуна.,We have a lot of rain in June and July.,
General,Томица дида гьикъана,дица гьеб гьедин гьабизехъин бугищан.,
General,Том гьеб жоялда Мэридаса гӀемерго лъикӀав вуго.,Tom is a lot better at it than Mary is.,
General,Томица гьедин гьабизехъин бугищали лъалищ дуда?,Do you know if Tom is going to do that?,
General,Дуца гьеб гьабизе ккола кӀванагӀан хехго.,You need to do that as soon as you can.,
General,Дие бокьилаан машина босизе гӀураб гӀарац букӏине.,I wish I had enough money to buy a car.,
General,Дун дагьаб мехалъ къватӀиве вахъани,дуда мекъи бихьули?,
General,Диеги бокьилаан дур гӀадаб лъикӀаб гитара букӏине.,I wish I had a guitar as good as yours.,
General,Томида гьеб гьабизе кӀолебищали лъаларо.,I don’t know if Tom can do that or not.,
General,Томица гьедин гьабизехъин букӀине дида лъалеб цин букӀинчӀо.,I had no idea Tom was going to do that.,
General,Дида ккола Томида гьеб гьабизе кӀвечӀого букӀине бегьулин.,I think Tom may not be able to do that.,
General,Томищ дуда гьедин гьабеян абурав чи вугев?,Is Tom the one who told you to do that?,
General,Том гьедин гьабизе тезе квешаб пикру гьечӏо.,It’s not a bad idea to let Tom do that.,
General,Томица абуна гьеб гьабизе гӀедегӀулев вукӏинчӏин.,Tom said he was in no hurry to do that.,
General,Цохӏо Том вукӀана дида гьедин гьабеян абурав чи.,Tom was the one who told me to do that.,
General,Томида жиндаго гьеб гьабизе кӀвела.,Tom will be able to do that on his own.,
General,Томица гьеб дица абураб къагӀидаялъ гьабила.,Tom will do that the way I told him to.,
General,Томица дида гьарараб жо гьабизе кӀочон тана дида.,I forgot to do what Tom asked me to do.,
General,Хьул буго Томица нижеца гьарараб жо гьабунилан.,I hope Tom did what we asked him to do.,
General,Хьул буго Томица дуца абураб жо гьабунилан.,I hope Tom did what you told him to do.,
General,Том гӀедегӀун гьениса къватӀиве вахъине ккана.,Tom had to get out of there in a hurry.,
General,Гьеб кинабго гӀуцӀарав чи вукӀана Том.,Tom was the one who set all of this up.,
General,Цебе гӀадин дица голф гӏемераб хӀалеб гьечӀо.,I don’t play golf as much as I used to.,
General,Дида лъаларо,дир мех бугищали гьеб гьабизе.,
General,Томица абуна Бостоналда гьесие гӀемераб кеп букӀанин.,Tom said he had a lot of fun in Boston.,
General,Дица Томида гьаризе ккела дие гьеб гьабеян.,I’ll have to ask Tom to do that for me.,
General,Дица Томие гьедин гьабила,гьесие бокьани.,
General,Дица Томида гьарила гьеб кин гьабизе кколебали бихьейилан.,I’ll ask Tom to show me how to do that.,
General,Дун тӏадчӏола анкьида жаниб цо нухалъгӀаги ччугӀа кваназе.,I try to eat fish at least once a week.,
General,Дида дуда бихьизабизе кӏола гьеб гьабизе кколеб къагӏидаялъул бищун лъикӀаб нух.,I can show you the best way to do that.,
General,Дида дуда бихьизабизе кӏола гьеб гьабизе кколеб къагӏидаялъул дагьабги лъикӀаб нух.,I can show you a better way to do that.,
General,Дун цебе гӀадин гӀемер унаро гьениве.,I don’t go there as often as I used to.,
General,Дида лъалеб цин букӀинчӀо нилӏер гьедигӀан гӏемер релълъараб жо букӏин.,I had no idea we had so much in common.,
General,Дица дида кӀвараб квеки гьабизехъин буго Томие.,I’m going to do what I can to help Tom.,
General,Дун рокъове щварабго кваназехъин вуго.,I’m going to eat as soon as I get home.,
General,Дун дие бокьун бугеб къагӀидаялъ лъикӏ лъедоларо.,I don’t swim as well as I wish I could.,
General,Дие цебе гӀадин бокьуларо голф.,I don’t like golf as much as I used to.,
General,Дун цебе гӀадин гӏемер лижабазда хъещтӏоларо.,I don’t go skiing as much as I used to.,
General,Дица цебе гӀадин раххназ лъим халоро.,I don’t go rowing as much as I used to.,
General,Дун цебе гӀадин паходазде хьвадуларо.,I don’t go hiking as much as I used to.,
General,Дица цебе гӀадин гьан гӀемер кваналаро.,I don’t eat meat as often as I used to.,
General,Дун цебе гӀадин гӏемер гьаниве вачӀунаро.,I don’t come here as much as I used to.,
General,Дир ракӀчӀун абизе кӏоларо,дида кин букӀаниги квекизе кӏолебилан.,
General,Дуца цохӏо гьабизе кколеб жо буго гьаб Томие кьезе.,All you have to do is give this to Tom.,
General,Дица Томида гьарана дуда гьеб кин гьабизе кколебали бихьизабийилан.,I asked Tom to show you how to do that.,
General,Дица Томида гьикъана щай гьедин гьабурабали бицеян.,I asked Tom to tell me why he did that.,
General,Томица гьеб гьабуна жиндаго кӏварбгӏан хехго.,Tom did that as fast as he was able to.,
General,Томица кӏвараб мехалъ гьабуна гьеб.,Tom did that as soon as he was able to.,
General,Томица хӏалтӏи кьезе кӏолебищилан гьикъана дида.,Tom asked me if I could give him a job.,
General,Томида бицине ккола гъос гьеб гьабизе кколебилан.,Tom needs to be told he has to do that.,
General,Квеш буго дица Томица абураб гьабичӏелъи.,I wish I’d done what Tom told me to do.,
General,Щай Томица дие бокьараб гьабулеб гьечӏеб?,Why won’t Tom do what I want him to do?,
General,Лъиданиги Том дида гӏадин лъикӏ лъаларо.,No one knows Tom as well as I know him.,
General,Гьеб дуда кколеб гӏадин бигьайго  букӏинаро.,It won’t be as easy to do as you think.,
General,Дида лъала Том гьеб гьабурав ахирисев вукӏин.,I know Tom was the last one to do that.,
General,Томида гьеб гьабизе нух батулилан ккола.,Tom is likely to find a way to do that.,
General,Квеш буго Томица гьеб гьабулеб куц бихьизабичӏелъи.,I wish Tom had shown me how to do that.,
General,Щай дуе къваригӏараб гьебгощинаб заман гьеб гьабизе?,Why did it take you so long to do that?,
General,Дие бокьун буго лъазе дуца гьеб кин гьабизехъин бугебали.,I want to know how you plan to do that.,
General,Дица бичӏчӏулеб бакӏалдаса дуда лъала гьеб кин гьабулебали.,I take it that you know how to do that.,
General,Томица дида бицина гъосул кӏудиял къварилъаби рукӏин.,Tom told me he was in a lot of trouble.,
General,Дида лъала гӏемерал гӏадамал гьеб гьабизе кӏолел.,I know a lot of people who can do that.,
General,Том гьитӏикӏаб мехалъ вукӏана кӏарчамав вас.,Tom was kind of cute when he was a kid.,
General,Том киназдасаго гӏезагӏан кӏудияв вуго.,Tom is a lot older than the rest of us.,
General,Томица гьикъана дида карта бахъизе кӏолебищилан.,Tom asked me if I could draw him a map.,
General,Томие къваригӏана гӏемераб заман гьеб гьабизе.,It took a long time for Tom to do that.,
General,Дун чӏун вукӏана Томица биценегӏан щиб гьабилебали.,I waited for Tom to tell me what to do.,
General,Дица Томида бицина нижеда гьеб гьабизе кӏвараб куц.,I told Tom how we were able to do that.,
General,Кинал баразде дуе ине бокьулеб?,What kind of bars do you like to go to?,
General,Дир гьабсагӏат цебеялде данде мех гьечӏо.,I’m a lot busier now than I used to be.,
General,Дица цӏияб рукъ босилаан дихъа гӏарац букӏарабани.,I’d buy a new house if I had the money.,
General,Дун ана дида нахъе айилан гьарараго.,I left as soon as I was asked to leave.,
General,Дица чегӏерабищ хъахӏилабищ мащина босилеб?,Should I buy a black car or a blue car?,
General,Дие бокьун буго бихьизе Том кӏудияв гӏураб рукъ.,I want to see the house Tom grew up in.,
General,Дица абулеб букӏана гьабизехъун бугебилан.,I told you that I was going to do that.,
General,Хьул буго лъиданиги вихьун ватичӏилан дица гьеб гьабулеб.,I just hope that no one saw me do that.,
General,Диеги бокьилаан мунгогӏадин вохун вукӏине.,I wish that I could be as happy as you.,
General,Дир буго репорт дун хӏалтӏизе кколеб.,I have a report that I need to work on.,
General,Квеш буго Томида гьеб гьабизе дида тӏамизе кӏоларелъи.,I wish that I could get Tom to do that.,
General,Дида лъалебцин букӏинчӏо Том гьанив вукӏуневлъи.,I had no idea Tom was going to be here.,
General,Дие бокьун буго бихьизе мун кӏудияв гӏураб рукъ.,I want to see the house you grew up in.,
General,Дун чӏухӏун вуго гьаб проекталда гъорлӏ вукӏин.,I am proud to be a part of this project.,
General,Дида лъаларо гьеб гьабизе заман букӏунищилан.,I don’t know if I’ll have time to do it.,
General,Щивлъун вукӏине бокьун бугеб кӏудияв гӏураб мехалъ?,What do you want to be when you grow up?,
General,Дир цӏакъ квер унтулеб буго дуца кьабараб бакӏалда.,I have a very sore arm where you hit me.,
General,Квеш буго мунгун тусовкаялде ине кӏоларелъи.,I wish I could go to the party with you.,
General,Рокъове унаго дун цӏадукь ккана.,I was caught in a shower on my way home.,
General,Дица хвезабуна гӏемераб гӏарац дирго рукъалде.,I have spent a lot of money on my house.,
General,Дица кьела жаваб кӏиго яги лъабго къоялдасан.,I’ll give you an answer in a day or two.,
General,Роботалда кӏола гьабизе чиясдаса  дагьабги гӏемераб хӏалтӏи.,A robot can do more work than a man can.,
General,Рилӏа автобусалда дагьалги гӏемерал шагьарал рихьизе.,Let’s go by bus to see more of the city.,
General,Дие бокьилаан дуца цӏидахъин сияхӏалде жувазе.,I’d like you to put me back on the list.,
General,Дуца билет босизе ккола автобусалда гӏодокӏине.,You must buy a ticket to get on the bus.,
General,Дида лъаларо гьеб квешищ лъикищ бугебали.,I do not know whether it is good or not.,
General,Гьав вас кӏалъалев вуго кӏудияв чи гӏадин.,That boy talks as if he were a grown up.,
General,Дир кваранаб квер цӏорол бутӏаялда къотӏана.,I cut my right hand on a piece of glass.,
General,Дие бокьилаан дагьабги мех букӏине мунгун кӏалъазе,I wish I had more time to talk with you.,
General,Дун бусалӏ вукӏина мун вачӏунеб заманалдехун.,I’ll be in bed by the time you get home.,
General,Дуда кӏола гьеб босизе гӏага-шагарго азарго йеналде.,You can buy it for a thousand yen or so.,
General,Дица гьабуна хӏалтӏи кӏварагӏан лъикӏ.,I did the job to the best of my ability.,
General,Дун лъикӏ чвардолаан гьитӏинав вукӏараб мехалъцин.,I could swim well even when I was a boy.,
General,Дие къваригӏана анцӏго къо квачаялдаса лъилъизе.,It took me ten days to get over my cold.,
General,Дица гьекъана цо чашка чаялъул кьижичӏого вукӏине.,I had a cup of tea to keep myself awake.,
General,Дица байбихьизехъун буго цӏияб хӏалтӏи хадусеб анкьидасан.,I am going to start a new job next week.,
General,Дир инсуца мех-мехалдасан зиярат гьабула дихъе.,My dad drops in on me from time to time.,
General,Гъос абураб жо гьереси батана.,What he had said turned out to be a lie.,
General,Дида лъаларо гъолъие дунгун ине бокьун бугебищилан.,I don’t know if she wants to go with me.,
General,Рукъалъул бокӏнида буго стол.,There is a desk in a corner of the room.,
General,Дун ана дагьав хекко лъикӏаб бакӏ кквезе букӏине.,I left early so I could get a good seat.,
General,Мун вачӏинарищ цо чашка чаялъул гьекъезе?,Won’t you come in and have a cup of tea?,
General,Дида ккола дуда гьеб гьабизе кӏоларилан.,I think that you won’t be able to do it.,
General,Рокъове унаго дун цӏадалда тӏатана.,I was caught in the rain on my way home.,
General,Дица гьаналъ кваназабула дир гьой минимум анкьида жаниб цо нухалъ.,I feed my dog meat at least once a week.,
General,Дида ккола дие заман щванилан цӏияб рукъ босизе.,I think it’s time for me to buy a house.,
General,Дида ккола дие заман щванилан мащина чуризе.,I think it’s time for me to wash my car.,
General,Дир планазда буго Бостаналдаса нахъе ине кӏварабгӏан хекко.,I plan to leave Boston as soon as I can.,
General,Том живго цохӏо вуго кӏалъазе чиги гьечӏого.,Tom is all alone with no one to talk to.,
General,Дида бихьана Томица Мерида кӏаркьеналда убач гьабураб куц.,I saw Tom give Mary a peck on the cheek.,
General,Дица абуна бабада дун ункъгоялда ворчӏизавиелан.,I asked my mother to wake me up at four.,
General,Дун ватӏалъана рукъ босиялъул идеялдаса.,I gave up on the idea of buying a house.,
General,Дица жакъа кето гӏакаврачасухъе бачине ккола.,I have to take the cat to the vet today.,
General,Томица божизабулев вукӏана жив бечедав чиясул вас вугевилан.,Tom claimed to be the son of a rich man.,
General,Дун цӏакъ свакана гьединлъидал бусалӏе хекко вахана.,I was very tired so I went to bed early.,
General,Дун хеккого вачӏана лъикӏаб бакӏ кквезе.,I came early so I could get a good seat.,
General,Дица киналго дирго кредиткаби къотӏана цохӏо хутӏизегӏан.,I cut up all but one of my credit cards.,
General,Томида абе дида кӏварабго дун вачӏунилан.,Tell Tom I’ll be there as soon as I can.,
General,Том вукӏана дир бищун лъикӏав гьудуллъун дун гьитӏикӏаб мехалъ.,Tom was my best friend when I was a kid.,
General,Том диде нусгун тӏаде кӏанцӏана.,Tom came at me with a knife in his hand.,
General,Томица лъуна квенгун тарелка жиндирго гьоялъе.,Tom put down a dish of food for his dog.,
General,Томица гьарараб дица гьабулеб батила.,I guess I’ll do what Tom asked me to do.,
General,Дида Том аукционалда данде чӏвана цочанго соналъ нахъа.,I met Tom at an auction a few years ago.,
General,Дида ккун букӏана дица абунилан дуда мащиналда жанив чӏайилан.,I thought I told you to stay in the car.,
General,Дие бокьилаан дуе квекизе лъикӏаб хӏалтӏи батизе.,I wish I could help you find a good job.,
General,Нижер кето тӏагӏана эмехалъ Томица нижее гӏоло гьеб балагьана.,We lost our cat and Tom found it for us.,
General,Гьеб цохӏого цо бугеб рес буго Том чӏезавизе.,This is the only way to get Tom to stop.,
General,Цохӏо дуца гьабизе кколеб жо буго - Томида нахъе айилан.,All you have to do is tell Tom to leave.,
General,Рачӏа гьаниса хьвагӏизабизе кӏварагӏан хекко.,Let’s get out of here as fast as we can.,
General,Дуе Том лъикавищ квешавищ вукӏинев бокьун бугеб?,Do you want Tom to be good or don’t you?,
General,Цохӏо дие бокьун бугеб жо - шанс тӏасалӏугьайилан абизе.,All I want is a chance to say I’m sorry.,
General,Дунго Томгун кӏалъазейищ дуе бокьун бугеб?,Do you want me to go talk to Tom myself?,
General,Дур гьоялъул дица тӏалаб гьабизейищ бокьун бугеб?,Do you want me to take care of your dog?,
General,Дие бокьун гьечӏо Томидаги Меридаги бихьизе дун гӏодулев куц.,I don’t want Tom and Mary to see me cry.,
General,Дие цохӏо бокьун буго Том кив вугевали дуца бицине.,I just want you to tell me where Tom is.,
General,Дие цохӏо бокьун буго дуца гьереси щай бицарабали лъазе.,I just want you to tell me why you lied.,
General,Дие бокьун буго гӏумру цебе гӏадин цӏидахъин букӏине.,I want life to be the way it was before.,
General,Дие бокьун буго нилӏее кӏиязего бищун лъикӏаб гьабизе.,I want to do what’s best for both of us.,
General,Дие бокьун буго мунгун данде базе цочанго жо.,I want to go over a few things with you.,
